6:00,0,0,3,6,3,3,6,9,0
6:30,0,0,3,11,0,3,14,9,0
6:45,0,3,3,11,0,3,17,9,0
7:00,0,3,11,11,3,6,9,11,0
7:15,0,9,22,25,6,6,19,14,0
7:30,0,14,36,33,6,9,44,22,0
7:45,0,9,25,33,6,9,44,36,0
8:00,0,19,52,27,6,6,33,27,0
8:15,0,14,38,36,9,6,38,33,0
8:30,0,17,46,36,9,9,38,27,0
8:45,0,11,25,27,9,3,22,11,0
9:00,0,9,19,22,6,6,22,19,0
9:15,0,11,25,22,6,6,19,14,0
9:30,0,11,25,25,9,3,19,14,0
9:45,0,6,11,44,17,9,25,17,0
10:00,0,11,25,38,19,6,27,17,0
10:15,0,25,63,41,49,6,27,11,0
10:30,0,14,36,135,108,17,41,27,0
10:45,0,11,27,279,73,60,27,19,0
11:00,0,6,17,146,63,38,36,22,0
11:15,0,11,33,92,76,25,41,30,0
11:30,0,19,49,87,63,11,36,65,0
11:45,0,17,41,189,87,14,57,38,0
12:00,0,14,38,176,111,14,60,49,0
12:15,0,19,52,198,203,19,79,65,0
12:30,0,25,63,273,173,27,52,49,0
12:45,0,17,46,581,206,68,49,44,0
13:00,0,14,36,270,181,57,60,60,0
13:15,0,14,38,165,157,22,60,44,0
13:30,0,11,33,138,146,11,54,54,0
13:45,0,22,57,206,130,14,57,73,0
14:00,0,19,52,295,227,19,81,92,0
14:15,0,30,79,157,189,14,60,52,0
14:30,0,30,76,378,260,19,65,100,0
14:45,3,57,149,403,157,27,73,57,0
15:00,3,41,108,589,287,76,92,41,0
15:15,3,41,108,262,268,52,92,60,0
15:30,0,33,87,322,281,30,125,81,0
15:45,3,46,125,330,203,27,90,38,0
16:00,3,73,192,284,211,38,87,52,0
16:15,3,63,171,343,287,36,133,68,0
16:30,3,95,254,316,230,27,98,49,0
16:45,3,73,192,605,308,38,106,54,0
17:00,3,79,208,522,235,44,68,27,0
17:15,0,33,87,349,308,46,119,33,0
17:30,0,27,73,238,149,14,73,19,0
17:45,0,17,46,179,117,11,54,19,0
18:00,0,17,41,152,92,11,63,14,0
18:15,0,11,27,187,108,11,68,14,0
18:45,0,3,11,157,103,17,52,9,0
19:00,0,3,9,141,41,9,22,6,0
19:15,0,3,11,71,41,11,22,6,0
19:30,0,3,11,49,52,6,22,6,0
19:45,0,3,11,46,38,6,41,9,0
20:00,0,3,11,38,52,6,19,6,0
20:15,0,3,6,36,36,6,33,6,0
20:30,0,3,9,27,30,3,14,6,0
20:45,0,3,6,27,14,3,25,9,0
21:00,0,3,3,27,30,3,17,6,0
21:15,0,0,3,17,25,6,25,6,0
21:30,0,6,14,14,17,3,9,6,0
18:30,0,0,0,76,54,6,19,9,0
